c_symbol	lua_name	code_bytes	calls_in_scripts
LuaRollBackSkills	RollBackSkills	192	0
Lua_GetNpcScriptParam	_GetNpcScriptParam	192	0
Lua_NPCINFO_SetNpcCurrentLife	_NPCINFO_SetNpcCurrentLife	192	0
Lua_NPCINFO_SetNpcCurrentMana	_NPCINFO_SetNpcCurrentMana	192	0
LuaTONG_ApplyDeleteMember	TONG_ApplyDeleteMember	191	0
Lua_BattleChangeMiniMapTitle	_BattleChangeMiniMapTitle	190	0
Lua_TM_GetRestTime	_TM_GetRestTime	190	0
LuaGetDockName	GetDockName	189	0
LuaUpdateBulletin	UpdateBulletin	189	0
LuaAddPropPoint	AddPropPoint	188	0
LuaTONG_AddTaskTemp	TONG_AddTaskTemp	188	0
LuaOpenTong	OpenTong	186	0
LuaGetGoldCoinCount	GetGoldCoinCount	184	0
LuaSetMissionValue	SetMissionValue	183	0
LuaClearProgressBarEvent	ClearProgressBarEvent	182	0
LuaGMSetBoxPassword	GMSetBoxPassword	182	0
LuaQueryItemInfo	QueryItemInfo	182	0
LuaSetCumulateOffer	SetCumulateOffer	182	0
LuaSetProgressBarEvent	SetProgressBarEvent	182	0
LuaSetTotalOffer	SetTotalOffer	182	0
LuaSetWeek	SetWeek	182	0
LuaSetWeekGoalOffer	SetWeekGoalOffer	182	0
LuaAddPlayerKilledNum	AddPlayerKilledNum	181	0
LuaSet120SkillID	Set120SkillID	181	0
Lua_TM_GetRestCount	_TM_GetRestCount	181	0
LuaGetPlayerLucky	GetPlayerLucky	180	0
LuaGetPlayerVitality	GetPlayerVitality	180	0
Lua_ActiveTitle	_ActiveTitle	179	0
LuaGetSaleTicket	GetSaleTicket	178	0
LuaAddTotalOffer	AddTotalOffer	174	0
LuaAddWeek	AddWeek	174	0
Lua_BattleSetGameData	_BattleSetGameData	174	0
Lua_GetGiveItemUnitWithPos	_GetGiveItemUnitWithPos	174	0
LuaPlayerPayMoney	PlayerPayMoney	172	0
LuaPlayerPrePayMoney	PlayerPrePayMoney	172	0
LuaGetTaskStringValue	GetTaskStringValue	170	0
LuaOpenTongZhaoMu	OpenTongZhaoMu	170	0
LuaTONG_GetUStandFund	TONG_GetUStandFund	170	0
Lua_BattleGetData	_BattleGetData	170	0
LuaGetNextPlayerAtSubWorld	GetNextPlayerAtSubWorld	169	0
LuaGetNpcActionScript	GetNpcActionScript	169	0
LuaGetDockCount	GetDockCount	167	0
LuaGetTaxCollected	GetTaxCollected	167	0
LuaTONG_ApplySetMoney	TONG_ApplySetMoney	167	0
LuaSetDisabledFuncFlag	SetDisabledFuncFlag	166	0
LuaGetPlayerDexterity	GetPlayerDexterity	164	0
LuaGetPlayerEngergy	GetPlayerEngergy	164	0
LuaGetPlayerStrength	GetPlayerStrength	164	0
LuaTWS_GetUTaskValue	TWS_GetUTaskValue	164	0
Lua_BattleGetGameData	_BattleGetGameData	164	0
Lua_SetHide	_SetHide	164	0
LuaGetMissionString	GetMissionString	163	0
LuaGetNpcTimer	GetNpcTimer	163	0
Lua_BattleSetType2Task	_BattleSetType2Task	163	0
LuaGetTotalMagicLevel	GetTotalMagicLevel	162	0
LuaSetDupedItemDealLevel	SetDupedItemDealLevel	162	0
LuaTONG_GetMaster	TONG_GetMaster	162	0
LuaPET_Create	PET_Create	161	0
Lua_ClearLadder	_ClearLadder	160	0
LuaGetPkReduceState	GetPkReduceState	159	0
LuaGetTempTaskValue	GetTempTaskValue	159	0
LuaSetPlayerLogState	SetPlayerLogState	158	0
LuaIsNpcFeatureChanged	IsNpcFeatureChanged	155	0
LuaTONG_GetCredit	TONG_GetCredit	155	0
LuaTONG_GetExp	TONG_GetExp	155	0
LuaTONG_GetLWeekGoalLevel	TONG_GetLWeekGoalLevel	155	0
LuaTONG_GetLWeekGoalTotal	TONG_GetLWeekGoalTotal	155	0
LuaTONG_GetLWeekGoalValue	TONG_GetLWeekGoalValue	155	0
LuaTONG_GetPremium	TONG_GetPremium	155	0
LuaTONG_GetSelfCamp	TONG_GetSelfCamp	155	0
LuaTONG_GetTotalBuildFund	TONG_GetTotalBuildFund	155	0
LuaTONG_GetUBuildFund	TONG_GetUBuildFund	155	0
LuaTONG_GetUBuildLevel	TONG_GetUBuildLevel	155	0
LuaTONG_GetUCredit	TONG_GetUCredit	155	0
LuaTONG_GetUCurCamp	TONG_GetUCurCamp	155	0
LuaTONG_GetUCurWeekGoalLevel	TONG_GetUCurWeekGoalLevel	155	0
LuaTONG_GetUDay	TONG_GetUDay	155	0
LuaTONG_GetUExp	TONG_GetUExp	155	0
LuaTONG_GetULWeekGoalEvent	TONG_GetULWeekGoalEvent	155	0
LuaTONG_GetULWeekGoalLevel	TONG_GetULWeekGoalLevel	155	0
LuaTONG_GetULWeekGoalPlayer	TONG_GetULWeekGoalPlayer	155	0
LuaTONG_GetULWeekGoalPricePlayer	TONG_GetULWeekGoalPricePlayer	155	0
LuaTONG_GetULWeekGoalPriceTong	TONG_GetULWeekGoalPriceTong	155	0
LuaTONG_GetULWeekGoalTotal	TONG_GetULWeekGoalTotal	155	0
LuaTONG_GetULWeekGoalValue	TONG_GetULWeekGoalValue	155	0
LuaTONG_GetUMaintainFund	TONG_GetUMaintainFund	155	0
LuaTONG_GetUOccupyCityDay	TONG_GetUOccupyCityDay	155	0
LuaTONG_GetUPauseState	TONG_GetUPauseState	155	0
LuaTONG_GetUPerStandFund	TONG_GetUPerStandFund	155	0
LuaTONG_GetUPremium	TONG_GetUPremium	155	0
LuaTONG_GetUSelfCamp	TONG_GetUSelfCamp	155	0
LuaTONG_GetUStoredBuildFund	TONG_GetUStoredBuildFund	155	0
LuaTONG_GetUStoredOffer	TONG_GetUStoredOffer	155	0
LuaTONG_GetUTongMap	TONG_GetUTongMap	155	0
LuaTONG_GetUTongMapBan	TONG_GetUTongMapBan	155	0
LuaTONG_GetUTongMapTemplate	TONG_GetUTongMapTemplate	155	0
LuaTONG_GetUTotalBuildFund	TONG_GetUTotalBuildFund	155	0
LuaTONG_GetUUnionID	TONG_GetUUnionID	155	0
LuaTONG_GetUWarBuildFund	TONG_GetUWarBuildFund	155	0
LuaTONG_GetUWarState	TONG_GetUWarState	155	0
LuaTONG_GetUWeek	TONG_GetUWeek	155	0
LuaTONG_GetUWeekBuildFund	TONG_GetUWeekBuildFund	155	0
LuaTONG_GetUWeekBuildUpper	TONG_GetUWeekBuildUpper	155	0
LuaTONG_GetUWeekGoalEvent	TONG_GetUWeekGoalEvent	155	0
LuaTONG_GetUWeekGoalLevel	TONG_GetUWeekGoalLevel	155	0
LuaTONG_GetUWeekGoalPlayer	TONG_GetUWeekGoalPlayer	155	0
LuaTONG_GetUWeekGoalPricePlayer	TONG_GetUWeekGoalPricePlayer	155	0
LuaTONG_GetUWeekGoalPriceTong	TONG_GetUWeekGoalPriceTong	155	0
LuaTONG_GetUWeekGoalTotal	TONG_GetUWeekGoalTotal	155	0
LuaTONG_GetUWeekGoalValue	TONG_GetUWeekGoalValue	155	0
LuaTONG_GetWeekBuildUpper	TONG_GetWeekBuildUpper	155	0
Lua_NPCINFO_SetNpcCurrentMaxLife	_NPCINFO_SetNpcCurrentMaxLife	155	0
Lua_NPCINFO_SetNpcCurrentMaxMana	_NPCINFO_SetNpcCurrentMaxMana	155	0
Lua_GetTitleName	_GetTitleName	154	0
LuaGetPlayerMateName	GetPlayerMateName	153	0
LuaAutoStackItem	AutoStackItem	152	0
LuaNpcIndexToPlayerIndex	NpcIndexToPlayerIndex	152	0
Lua_NPCINFO_GetNpcTemplateId	_NPCINFO_GetNpcTemplateId	152	0
LuaGetLastDlgNpcIndex	GetLastDlgNpcIndex	151	0
LuaTONGM_GetJoinTime	TONGM_GetJoinTime	150	0
LuaTONGM_GetLWeeklyOffer	TONGM_GetLWeeklyOffer	150	0
LuaTONGM_GetMoney	TONGM_GetMoney	150	0
LuaTONGM_GetSex	TONGM_GetSex	150	0
LuaTONGM_GetUFigure	TONGM_GetUFigure	150	0
LuaTONGM_GetUJoinDay	TONGM_GetUJoinDay	150	0
LuaTONGM_GetUJoinTime	TONGM_GetUJoinTime	150	0
LuaTONGM_GetULWeekGoalOffer	TONGM_GetULWeekGoalOffer	150	0
LuaTONGM_GetULWeeklyOffer	TONGM_GetULWeeklyOffer	150	0
LuaTONGM_GetULastOnlineDate	TONGM_GetULastOnlineDate	150	0
LuaTONGM_GetUMoney	TONGM_GetUMoney	150	0
LuaTONGM_GetURetireDate	TONGM_GetURetireDate	150	0
LuaTONGM_GetUSex	TONGM_GetUSex	150	0
LuaPlayerIndex2NpcIndex	PlayerIndex2NpcIndex	149	0
LuaSetSignCodeSyncTime	SetSignCodeSyncTime	149	0
Lua_NPCINFO_GetNpcLevel	_NPCINFO_GetNpcLevel	149	0
Lua_NPCINFO_GetNpcSeries	_NPCINFO_GetNpcSeries	149	0
LuaAddBotSignCode	AddBotSignCode	148	0
LuaCheckPlayerFlag	CheckPlayerFlag	148	0
LuaAbradeEquipments	AbradeEquipments	147	0
LuaGetTaskNo	GetTaskNo	147	0
LuaSearchPlayerByNameID	SearchPlayerByNameID	147	0
LuaSetDelayCatchTime	SetDelayCatchTime	147	0
Lua_GetAccountLeftTime	_GetAccountLeftTime	147	0
LuaForbitUseAuraSkill	ForbitUseAuraSkill	146	0
LuaOpenWatchGameInputDlg	OpenWatchGameInputDlg	146	0
LuaPET_SetFeatureId	PET_SetFeatureId	146	0
LuaSetCreateTeamOption	SetCreateTeamOption	146	0
LuaSetSwitch	SetSwitch	146	0
Lua_ChatRoom_AddTime	_ChatRoom_AddTime	146	0
LuaPET_AddExp	PET_AddExp	145	0
LuaPET_SetExp	PET_SetExp	145	0
LuaPET_SetLevel	PET_SetLevel	145	0
LuaGetItemValue	GetItemValue	144	0
LuaSetGlobalMissionValue	SetGlobalMissionValue	144	0
Lua_GetGiveItemUnit	_GetGiveItemUnit	143	0
LuaChangePlayerFaction	ChangePlayerFaction	142	0
LuaSetRenascenceCount	SetRenascenceCount	142	0
Lua_TM_StopTimer	_TM_StopTimer	142	0
LuaTWS_GetCurLevel	TWS_GetCurLevel	141	0
LuaTWS_GetCurState	TWS_GetCurState	141	0
LuaTWS_GetTypeID	TWS_GetTypeID	141	0
LuaTWS_GetUCurLevel	TWS_GetUCurLevel	141	0
LuaTWS_GetUCurState	TWS_GetUCurState	141	0
LuaTWS_GetUDayOutput	TWS_GetUDayOutput	141	0
LuaTWS_GetUTypeID	TWS_GetUTypeID	141	0
LuaTWS_GetUUseLevel	TWS_GetUUseLevel	141	0
LuaTWS_GetUUseLevelSet	TWS_GetUUseLevelSet	141	0
LuaGMMsgToPlayer	GMMsgToPlayer	140	0
LuaGetTaskAwardMatrix	GetTaskAwardMatrix	140	0
LuaGetTaskConditionMatrix	GetTaskConditionMatrix	140	0
LuaGetTaskEntityMatrix	GetTaskEntityMatrix	140	0
LuaGetTaskEventMatrix	GetTaskEventMatrix	140	0
LuaGetTaskIdMatrix	GetTaskIdMatrix	140	0
LuaGetTaskTalkMatrix	GetTaskTalkMatrix	140	0
LuaLotteryDrawCurrentIssue	LotteryDrawCurrentIssue	140	0
LuaLotteryStartNewIssue	LotteryStartNewIssue	140	0
LuaLotteryUpdateIssue	LotteryUpdateIssue	140	0
LuaGetMissionValue	GetMissionValue	139	0
LuaSetGlobalValue	SetGlobalValue	139	0
Lua_NPCINFO_SetMaxLife	_NPCINFO_SetMaxLife	139	0
Lua_NPCINFO_SetMaxMana	_NPCINFO_SetMaxMana	139	0
LuaActorQuit	ActorQuit	138	0
LuaGetRootPath	GetRootPath	138	0
LuaSubWorldIndexToID	SubWorldIndexToID	138	0
LuaSubWorldIndexToMapCopy	SubWorldIndexToMapCopy	138	0
LuaClear120SkillExpLimit	Clear120SkillExpLimit	136	0
LuaGetItemFortuneValue	GetItemFortuneValue	136	0
Lua_BattleSetRestTime	_BattleSetRestTime	136	0
LuaApplyDelDungeonMap	ApplyDelDungeonMap	135	0
LuaGetTaskName	GetTaskName	134	0
LuaSetPlayerDeathScript	SetPlayerDeathScript	134	0
LuaShowNpcLife	ShowNpcLife	134	0
LuaSetPlayerSex	SetPlayerSex	132	0
LuaDetachActor	DetachActor	131	0
LuaGetAllSkillCurInc	GetAllSkillCurInc	131	0
LuaIsDisabledChatCity	IsDisabledChatCity	131	0
LuaIsDisabledChatWorld	IsDisabledChatWorld	131	0
LuaIsDisabledTeam	IsDisabledTeam	131	0
LuaIsLeader	IsLeader	131	0
LuaTabFile_SaveFile	TabFile_SaveFile	131	0
Lua_NPCINFO_GetNpcCurrentMaxLife	_NPCINFO_GetNpcCurrentMaxLife	131	0
Lua_NPCINFO_GetNpcCurrentMaxMana	_NPCINFO_GetNpcCurrentMaxMana	131	0
LuaSetObjPropState	SetObjPropState	130	0
LuaSetPlayerCamp	SetPlayerCamp	130	0
LuaSetPlayerCurrentCamp	SetPlayerCurrentCamp	130	0
Lua_BattleReportResult	_BattleReportResult	130	0
Lua_ST_SetDamageCount	_ST_SetDamageCount	130	0
Lua_SetPotionCount	_SetPotionCount	130	0
LuaOpenChangeTongCampUI	OpenChangeTongCampUI	129	0
LuaSetPlayerPKValue	SetPlayerPKValue	129	0
LuaRandSeed	RandSeed	128	0
LuaSetPlayerChatForbiddenFlag	SetPlayerChatForbiddenFlag	128	0
LuaSetPlayerRevivalOptionWhenLogout	SetPlayerRevivalOptionWhenLogout	128	0
LuaGetDockPrice	GetDockPrice	127	0
LuaGetPriceToStation	GetPriceToStation	127	0
LuaGetPriceToWayPoint	GetPriceToWayPoint	127	0
LuaSetLastAddFactionNumber	SetLastAddFactionNumber	126	0
LuaLeftTrimString	LeftTrimString	124	0
LuaGetNpcTemplateID	GetNpcTemplateID	123	0
LuaMagicAttribID2String	MagicAttribID2String	123	0
LuaTONG_Name2ID	TONG_Name2ID	123	0
Lua_ST_IncreaseDamageCount	_ST_IncreaseDamageCount	123	0
LuaGetLastDamageNpcIdx	GetLastDamageNpcIdx	122	0
LuaLotteryWriteLog	LotteryWriteLog	122	0
Lua_BattleClearPlayerData	_BattleClearPlayerData	122	0
LuaPET_SetName	PET_SetName	121	0
LuaSubWorldIDToIndex	SubWorldIDToIndex	120	0
LuaTONG_ApplyDeleteMap	TONG_ApplyDeleteMap	120	0
Lua_ChatRoom_FindRoom	_ChatRoom_FindRoom	120	0
LuaAddPlayerDexterity	AddPlayerDexterity	119	0
LuaAddPlayerEngergy	AddPlayerEngergy	119	0
LuaAddPlayerStrength	AddPlayerStrength	119	0
LuaAddPlayerVitality	AddPlayerVitality	119	0
LuaGetSwitch	GetSwitch	119	0
LuaGetPlayerFeeType	GetPlayerFeeType	118	0
LuaGMLockBox	GMLockBox	117	0
LuaGMUnlockBox	GMUnlockBox	117	0
LuaGetItemDiceState	GetItemDiceState	117	0
LuaGetPlayerKilledNum	GetPlayerKilledNum	117	0
LuaTONG_ApplyInit	TONG_ApplyInit	117	0
LuaTONG_ApplyMaintain	TONG_ApplyMaintain	117	0
LuaGetGlobalValue	GetGlobalValue	116	0
LuaMsgToPlayer	MsgToPlayer	116	0
LuaSetPlayerLucky	SetPlayerLucky	116	0
LuaForbidChangePKFlag	ForbidChangePKFlag	115	0
LuaGetDisabledFuncFlag	GetDisabledFuncFlag	115	0
LuaGetOffliveState	GetOffliveState	115	0
LuaGetPlayerCashCoin	GetPlayerCashCoin	115	0
LuaGetRoleDataTransMark	GetRoleDataTransMark	115	0
LuaGetTotalOffer	GetTotalOffer	115	0
LuaGetWeek	GetWeek	115	0
LuaSetPlayerSeries	SetPlayerSeries	115	0
LuaSetRelaxTime	SetRelaxTime	115	0
LuaGetPlayerFaction	GetPlayerFaction	114	0
LuaGetPlayerLastAddFaction	GetPlayerLastAddFaction	114	0
LuaGetLastAddFactionNumber	GetLastAddFactionNumber	113	0
LuaAddBoxMoney	AddBoxMoney	112	0
Lua_NPCINFO_GetNpcCurrentLife	_NPCINFO_GetNpcCurrentLife	112	0
Lua_NPCINFO_GetNpcCurrentMana	_NPCINFO_GetNpcCurrentMana	112	0
Lua_ST_UseCurCampTeam	_ST_UseCurCampTeam	112	0
LuaPlayerEarnMoney	PlayerEarnMoney	110	0
Lua_BattleSetBattleLevelDesc	_BattleSetBattleLevelDesc	110	0
Lua_BattleSetBattleName	_BattleSetBattleName	110	0
Lua_BattleSetMissionDesc	_BattleSetMissionDesc	110	0
Lua_BattleSetMissionName	_BattleSetMissionName	110	0
LuaDelStationList	DelStationList	109	0
LuaGetTongTitle	GetTongTitle	109	0
LuaRestoreNpcFeature	RestoreNpcFeature	109	0
LuaWriteSaleLog	WriteSaleLog	108	0
Lua_RemoveTitle	_RemoveTitle	108	0
Lua_TM_GetTimerCount	_TM_GetTimerCount	107	0
LuaGMTongSetExp	GMTongSetExp	106	0
LuaGMTongSetLevel	GMTongSetLevel	106	0
LuaGetGlobalMissionValue	GetGlobalMissionValue	106	0
LuaPET_GetExp	PET_GetExp	106	0
LuaPET_GetFeatureId	PET_GetFeatureId	106	0
LuaPET_GetLevel	PET_GetLevel	106	0
LuaCheckLockState	CheckLockState	105	0
LuaGetBotRefuseLoginCount	GetBotRefuseLoginCount	105	0
LuaGetBotRefuseLoginFlag	GetBotRefuseLoginFlag	105	0
LuaGetDeathPunish	GetDeathPunish	105	0
Lua_IncreasePotionCount	_IncreasePotionCount	105	0
LuaGetPlayerCurrentCamp	GetPlayerCurrentCamp	104	0
LuaGetPlayerDefend	GetPlayerDefend	104	0
LuaGetPlayerLifeReplenish	GetPlayerLifeReplenish	104	0
LuaGetPlayerManaReplenish	GetPlayerManaReplenish	104	0
LuaSTAT_CleanGoodsSaleNumber	STAT_CleanGoodsSaleNumber	104	0
LuaTONGM_GetUOnline	TONGM_GetUOnline	104	0
LuaGetPlayerSeries	GetPlayerSeries	101	0
LuaSetPlayerGameTime	SetPlayerGameTime	101	0
LuaGetAllEquipValue	GetAllEquipValue	100	0
LuaTWS_IsExist	TWS_IsExist	100	0
LuaGetAccountName	GetAccountName	99	0
LuaGetCurTimerId	GetCurTimerId	99	0
LuaGetPlayerCashMoney	GetPlayerCashMoney	99	0
LuaGetPlayerID	GetPlayerID	99	0
LuaGetPlayerLeadExp	GetPlayerLeadExp	99	0
LuaGetPlayerLeadLevel	GetPlayerLeadLevel	99	0
LuaGetPlayerLevel	GetPlayerLevel	99	0
LuaSetNpcExpRate	SetNpcExpRate	99	0
LuaEnchaserItem	EnchaserItem	98	0
LuaForbitMoveOrTradeItem	ForbitMoveOrTradeItem	98	0
LuaGetUsedSkillPoint	GetUsedSkillPoint	97	0
LuaMsgToSubWorld	MsgToSubWorld	97	0
LuaNpcName2ReplaceName	NpcName2ReplaceName	96	0
LuaObjName2ReplaceName	ObjName2ReplaceName	96	0
Lua_BattleLeave	_BattleLeave	96	0
LuaSTAT_GetGoodsSaleNumber	STAT_GetGoodsSaleNumber	95	0
LuaSetDebugOut	SetDebugOut	95	0
Lua_BattleBroadAllLadder	_BattleBroadAllLadder	94	0
Lua_BattleBroadBattleDesc	_BattleBroadBattleDesc	94	0
Lua_BattleBroadCastView	_BattleBroadCastView	94	0
Lua_BattleBroadGameData	_BattleBroadGameData	94	0
Lua_BattleBroadSelfData	_BattleBroadSelfData	94	0
Lua_BattleViewBattleStartUI	_BattleViewBattleStartUI	94	0
LuaGetTeamId	GetTeamId	93	0
LuaTransLife	TransLife	92	0
LuaGetPlayerPKValue	GetPlayerPKValue	91	0
LuaGetRelaxTime	GetRelaxTime	91	0
LuaGetTireTime	GetTireTime	91	0
Lua_BattleViewMainBorad	_BattleViewMainBorad	91	0
Lua_GetBattleName	_GetBattleName	91	0
LuaGetTotalTimeInGame	GetTotalTimeInGame	90	0
LuaRemoveAllPlayerEvent	RemoveAllPlayerEvent	89	0
LuaGetPlayerRevivalOptionWhenLogout	GetPlayerRevivalOptionWhenLogout	88	0
LuaGetPlayerStationCount	GetPlayerStationCount	88	0
LuaTestScript	TestScript	88	0
LuaDbgPoint	DbgPoint	87	0
LuaFilterText	FilterText	86	0
LuaGMTongSetMaster	GMTongSetMaster	86	0
LuaGetPlayerRevival	GetPlayerRevival	86	0
LuaStartBotDeleteAccount	StartBotDeleteAccount	86	0
LuaStartBotPunish	StartBotPunish	86	0
LuaGetCurrentTong	GetCurrentTong	84	0
LuaNumber2UInt	Number2UInt	84	0
LuaRestorePlayerLife	RestorePlayerLife	84	0
LuaRestorePlayerMana	RestorePlayerMana	84	0
LuaGetPlayerExp	GetPlayerExp	83	0
LuaGetPlayerName	GetPlayerName	83	0
LuaGetPlayerRestAttributePoint	GetPlayerRestAttributePoint	83	0
LuaGetPlayerRestSkillPoint	GetPlayerRestSkillPoint	83	0
LuaGetRenascenceCount	GetRenascenceCount	83	0
LuaGetProductLanguage	GetProductLanguage	82	0
LuaSetMissleMaxStep	SetMissleMaxStep	81	0
LuaNoChoice	NoChoice	79	0
LuaTripC_Kick	TripC_Kick	79	0
LuaGet120SkillEnhanceExpRate	Get120SkillEnhanceExpRate	78	0
LuaForceLaveTong	ForceLaveTong	76	0
LuaOpenSubmitItem	OpenSubmitItem	76	0
LuaSetCouldDisbandTong	SetCouldDisbandTong	76	0
LuaSetCouldKickTong	SetCouldKickTong	76	0
LuaSetCouldQuitTong	SetCouldQuitTong	76	0
LuaGetHandItemIdx	GetHandItemIdx	75	0
LuaNW_CloseCongratulation	NW_CloseCongratulation	75	0
Lua_GetPotionCount	_GetPotionCount	75	0
Lua_ST_GetDamageCount	_ST_GetDamageCount	75	0
LuaPET_GetName	PET_GetName	74	0
LuaGetStallTotal	GetStallTotal	72	0
LuaGetStallTotalTax	GetStallTotalTax	72	0
LuaSetIsCheckNpcBarrier	SetIsCheckNpcBarrier	72	0
LuaGetRestPropPoint	GetRestPropPoint	67	0
LuaGetTongCamp	GetTongCamp	67	0
LuaIsForbidChangePKFlag	IsForbidChangePKFlag	67	0
LuaIsStallState	IsStallState	67	0
Lua_GetActiveTitle	_GetActiveTitle	67	0
LuaPET_Summon	PET_Summon	66	0
LuaPET_UnSummon	PET_UnSummon	66	0
LuaRestorePlayerStamina	RestorePlayerStamina	65	0
Lua_ST_StartDamageCounter	_ST_StartDamageCounter	65	0
Lua_ST_StopDamageCounter	_ST_StopDamageCounter	65	0
Lua_StartPotionCounter	_StartPotionCounter	65	0
Lua_StopPotionCounter	_StopPotionCounter	65	0
LuaRestorePlayerCamp	RestorePlayerCamp	61	0
LuaTripS_Return	TripS_Return	61	0
LuaGetCurNpcIndex	GetCurNpcIndex	60	0
LuaRightTrimString	RightTrimString	60	0
LuaGetSignCodeSyncTime	GetSignCodeSyncTime	58	0
LuaBotStopValidateClient	BotStopValidateClient	55	0
LuaReLoadSkillSettings	ReLoadSkillSettings	55	0
LuaReturnFromTownPortal	ReturnFromTownPortal	55	0
LuaGMTongDismiss	GMTongDismiss	54	0
LuaGetAllStationCount	GetAllStationCount	53	0
LuaClearBotSignCode	ClearBotSignCode	52	0
LuaCancelStall	CancelStall	50	0
LuaClearFactionRecord	ClearFactionRecord	50	0
LuaSyncWorkshopList	SyncWorkshopList	50	0
LuaGetEnhanceExpRate	GetEnhanceExpRate	48	0
LuaSaveQuickly	SaveQuickly	47	0
LuaTONG_GetTongCount	TONG_GetTongCount	46	0
LuaGetDupedItemDealLevel	GetDupedItemDealLevel	43	0
LuaGetSaleTicketCount	GetSaleTicketCount	43	0
LuaGetServiceMatchID	GetServiceMatchID	43	0
LuaCancelTrade	CancelTrade	41	0
LuaSyncIsCheckNpcBarrier	SyncIsCheckNpcBarrier	41	0
LuaRepair_Open	Repair_Open	38	0
LuaMessage	Message	37	0
LuaGetBotDeleteAccountFlag	GetBotDeleteAccountFlag	34	0
LuaGetBotPunishFlag	GetBotPunishFlag	34	0
LuaGetDelDupedItemAllInOne	GetDelDupedItemAllInOne	34	0
LuaGetDelayCatchTime	GetDelayCatchTime	34	0
LuaGetDiceIncome	GetDiceIncome	34	0
LuaGetGameLoop	GetGameLoop	34	0
LuaGetGlobalTradeFlag	GetGlobalTradeFlag	34	0
LuaGetIsCheckNpcBarrier	GetIsCheckNpcBarrier	34	0
LuaGetTradeTotal	GetTradeTotal	34	0
LuaNW_GetNationTitle	NW_GetNationTitle	32	0
LuaAddBreakPoint	AddBreakPoint	27	0
LuaDelBreakPoint	DelBreakPoint	27	0
Lua_ITEM_ExportShopInfo	_ITEM_ExportShopInfo	22	0
LuaUpdateSkillList	UpdateSkillList	21	0
LuaPlayerExecuteScript	PlayerExecuteScript	10	0
Lua_NPCINFO_GetNpcName	_NPCINFO_GetNpcName	9	0
LuaDelNpcsInRgn	DelNpcsInRgn	7	0
LuaDelNpcsInWld	DelNpcsInWld	7	0
LuaFadeInMusic	FadeInMusic	7	0
LuaFadeOutMusic	FadeOutMusic	7	0
LuaGetCity	GetCity	7	0
LuaMakeEnemy	MakeEnemy	7	0
LuaMsgToAroundRegion	MsgToAroundRegion	7	0
