struct	alias	base	kind	size	offset	field	type	fieldsize
STONG_CREATE_FAIL_SYNC		EXTEND_HEADER	struct	11	2	m_dwPlayerNameID	DWORD	4
STONG_CREATE_FAIL_SYNC		EXTEND_HEADER	struct	11	6	m_dwParam	DWORD	4
STONG_CREATE_FAIL_SYNC		EXTEND_HEADER	struct	11	10	m_btFailID	BYTE	1
STONG_CREATE_UNION_COMMAND		EXTEND_HEADER	struct	46	0	(base)	EXTEND_HEADER	2
STONG_CREATE_UNION_COMMAND		EXTEND_HEADER	struct	46	2	m_dwParam	DWORD	4
STONG_CREATE_UNION_COMMAND		EXTEND_HEADER	struct	46	6	m_dwNpcID	DWORD	4
STONG_CREATE_UNION_COMMAND		EXTEND_HEADER	struct	46	10	m_dwTongNameID	DWORD	4
STONG_CREATE_UNION_COMMAND		EXTEND_HEADER	struct	46	14	m_szUnionName	char[32]	32
STONG_DISPENSE_ERROR_SYNC		EXTEND_HEADER	struct	35	0	(base)	EXTEND_HEADER	2
STONG_DISPENSE_ERROR_SYNC		EXTEND_HEADER	struct	35	2	m_dwParam	DWORD	4
STONG_DISPENSE_ERROR_SYNC		EXTEND_HEADER	struct	35	6	m_dwNpcID	DWORD	4
STONG_DISPENSE_ERROR_SYNC		EXTEND_HEADER	struct	35	10	m_dwTongNameID	DWORD	4
STONG_DISPENSE_ERROR_SYNC		EXTEND_HEADER	struct	35	14	m_dwDirectorMoney	DWORD	4
STONG_DISPENSE_ERROR_SYNC		EXTEND_HEADER	struct	35	18	m_dwManagerMoney	DWORD	4
STONG_DISPENSE_ERROR_SYNC		EXTEND_HEADER	struct	35	22	m_dwMemberMoney	DWORD	4
STONG_DISPENSE_ERROR_SYNC		EXTEND_HEADER	struct	35	26	m_btErrorID	BYTE	1
STONG_DISPENSE_ERROR_SYNC		EXTEND_HEADER	struct	35	27	m_llMoneyFund	INT64	8
STONG_GM_ADD_TIME_COMMAND		EXTEND_HEADER	struct	70	0	(base)	EXTEND_HEADER	2
STONG_GM_ADD_TIME_COMMAND		EXTEND_HEADER	struct	70	2	m_szTongName	char[32]	32
STONG_GM_ADD_TIME_COMMAND		EXTEND_HEADER	struct	70	34	m_szRoleName	char[32]	32
STONG_GM_ADD_TIME_COMMAND		EXTEND_HEADER	struct	70	66	m_wYear	WORD	2
STONG_GM_ADD_TIME_COMMAND		EXTEND_HEADER	struct	70	68	m_btMonth	BYTE	1
STONG_GM_ADD_TIME_COMMAND		EXTEND_HEADER	struct	70	69	m_btDay	BYTE	1
STONG_GM_DISMISS_COMMAND		EXTEND_HEADER	struct	34	0	(base)	EXTEND_HEADER	2
STONG_GM_DISMISS_COMMAND		EXTEND_HEADER	struct	34	2	m_szTongName	char[32]	32
STONG_GM_SET_LEVEL_COMMAND		EXTEND_HEADER	struct	39	0	(base)	EXTEND_HEADER	2
STONG_GM_SET_LEVEL_COMMAND		EXTEND_HEADER	struct	39	2	m_szTongName	char[32]	32
STONG_GM_SET_LEVEL_COMMAND		EXTEND_HEADER	struct	39	34	m_btChangeMode	BYTE	1
STONG_GM_SET_LEVEL_COMMAND		EXTEND_HEADER	struct	39	35	m_dwData	DWORD	4
STONG_GM_SET_MASTER_COMMAND		EXTEND_HEADER	struct	66	0	(base)	EXTEND_HEADER	2
STONG_GM_SET_MASTER_COMMAND		EXTEND_HEADER	struct	66	2	m_szTongName	char[32]	32
STONG_GM_SET_MASTER_COMMAND		EXTEND_HEADER	struct	66	34	m_szMasterName	char[32]	32
STONG_HEADER_WITH_PARAM		EXTEND_HEADER	struct	6	0	(base)	EXTEND_HEADER	2
STONG_HEADER_WITH_PARAM		EXTEND_HEADER	struct	6	2	m_dwParam	DWORD	4
STONG_INSTATE_COMMAND		EXTEND_HEADER	struct	76	0	(base)	EXTEND_HEADER	2
STONG_INSTATE_COMMAND		EXTEND_HEADER	struct	76	2	m_dwParam	DWORD	4
STONG_INSTATE_COMMAND		EXTEND_HEADER	struct	76	6	m_dwTongNameID	DWORD	4
STONG_INSTATE_COMMAND		EXTEND_HEADER	struct	76	10	m_btCurFigure	BYTE	1
STONG_INSTATE_COMMAND		EXTEND_HEADER	struct	76	11	m_btNewFigure	BYTE	1
STONG_INSTATE_COMMAND		EXTEND_HEADER	struct	76	12	m_szName	char[32]	32
STONG_INSTATE_COMMAND		EXTEND_HEADER	struct	76	44	m_szOperater	char[32]	32
STONG_KICK_SYNC		EXTEND_HEADER	struct	45	0	(base)	EXTEND_HEADER	2
STONG_KICK_SYNC		EXTEND_HEADER	struct	45	2	m_dwParam	DWORD	4
STONG_KICK_SYNC		EXTEND_HEADER	struct	45	6	m_dwTongNameID	DWORD	4
STONG_KICK_SYNC		EXTEND_HEADER	struct	45	10	m_btSuccessFlag	BYTE	1
STONG_KICK_SYNC		EXTEND_HEADER	struct	45	11	m_btFigure	BYTE	1
STONG_KICK_SYNC		EXTEND_HEADER	struct	45	12	m_btPos	BYTE	1
STONG_KICK_SYNC		EXTEND_HEADER	struct	45	13	m_szName	char[32]	32
STONG_LEAVE_COMMAND		EXTEND_HEADER	struct	44	0	(base)	EXTEND_HEADER	2
STONG_LEAVE_COMMAND		EXTEND_HEADER	struct	44	2	m_dwParam	DWORD	4
STONG_LEAVE_COMMAND		EXTEND_HEADER	struct	44	6	m_dwTongNameID	DWORD	4
STONG_LEAVE_COMMAND		EXTEND_HEADER	struct	44	10	m_btFigure	BYTE	1
STONG_LEAVE_COMMAND		EXTEND_HEADER	struct	44	11	m_btPos	BYTE	1
STONG_LEAVE_COMMAND		EXTEND_HEADER	struct	44	12	m_szName	char[32]	32
STONG_LEAVE_SYNC		EXTEND_HEADER	struct	39	0	(base)	EXTEND_HEADER	2
STONG_LEAVE_SYNC		EXTEND_HEADER	struct	39	2	m_dwParam	DWORD	4
STONG_LEAVE_SYNC		EXTEND_HEADER	struct	39	6	m_btSuccessFlag	BYTE	1
STONG_LEAVE_SYNC		EXTEND_HEADER	struct	39	7	m_szName	char[32]	32
STONG_LEVEL_BILLBOARD_COMMAND		EXTEND_HEADER	struct	6	0	(base)	EXTEND_HEADER	2
STONG_LEVEL_BILLBOARD_COMMAND		EXTEND_HEADER	struct	6	2	m_dwParam	DWORD	4
STONG_LEVEL_BILLBOARD_SYNC		EXTEND_HEADER	struct	429	0	(base)	EXTEND_HEADER	2
STONG_LEVEL_BILLBOARD_SYNC		EXTEND_HEADER	struct	429	2	m_wLength	WORD	2
STONG_LEVEL_BILLBOARD_SYNC		EXTEND_HEADER	struct	429	4	m_dwParam	DWORD	4
STONG_LEVEL_BILLBOARD_SYNC		EXTEND_HEADER	struct	429	8	m_dwExp	DWORD[10]	40
STONG_LEVEL_BILLBOARD_SYNC		EXTEND_HEADER	struct	429	48	m_nLevel	int[10]	40
STONG_LEVEL_BILLBOARD_SYNC		EXTEND_HEADER	struct	429	88	m_btDataNum	BYTE	1
STONG_LEVEL_BILLBOARD_SYNC		EXTEND_HEADER	struct	429	89	m_btCamp	BYTE[10]	10
STONG_LEVEL_BILLBOARD_SYNC		EXTEND_HEADER	struct	429	99	m_btNameLen	BYTE[10]	10
STONG_LEVEL_BILLBOARD_SYNC		EXTEND_HEADER	struct	429	109	m_szName	char[320]	320
STONG_LOGIN_DATA_SYNC		EXTEND_HEADER	struct	71	0	(base)	EXTEND_HEADER	2
STONG_LOGIN_DATA_SYNC		EXTEND_HEADER	struct	71	2	m_dwParam	DWORD	4
STONG_LOGIN_DATA_SYNC		EXTEND_HEADER	struct	71	6	m_szName	char[32]	32
STONG_LOGIN_DATA_SYNC		EXTEND_HEADER	struct	71	38	m_btFlag	BYTE	1
STONG_LOGIN_DATA_SYNC		EXTEND_HEADER	struct	71	39	m_szMate	char[32]	32
STONG_ROUTE_PACKAGE		EXTEND_HEADER	struct	6	0	(base)	EXTEND_HEADER	2
STONG_ROUTE_PACKAGE		EXTEND_HEADER	struct	6	2	RouteDataSize	WORD	2
STONG_ROUTE_PACKAGE		EXTEND_HEADER	struct	6	4	ClientCount	WORD	2
STONG_SYSTEM_CHANGE_MONEY_COMMAND		EXTEND_HEADER	struct	39	0	(base)	EXTEND_HEADER	2
STONG_SYSTEM_CHANGE_MONEY_COMMAND		EXTEND_HEADER	struct	39	2	m_btSaveFlag	BYTE	1
STONG_SYSTEM_CHANGE_MONEY_COMMAND		EXTEND_HEADER	struct	39	3	m_dwMoney	DWORD	4
STONG_SYSTEM_CHANGE_MONEY_COMMAND		EXTEND_HEADER	struct	39	7	m_szTongName	char[32]	32
STONG_SYSTEM_MOVE_EXP_COMMAND		EXTEND_HEADER	struct	70	0	(base)	EXTEND_HEADER	2
STONG_SYSTEM_MOVE_EXP_COMMAND		EXTEND_HEADER	struct	70	2	m_dwExp	DWORD	4
STONG_SYSTEM_MOVE_EXP_COMMAND		EXTEND_HEADER	struct	70	6	m_szGetExpTongName	char[32]	32
STONG_SYSTEM_MOVE_EXP_COMMAND		EXTEND_HEADER	struct	70	38	m_szSubExpTongName	char[32]	32
STONG_UNION_ADD_MEMBER_COMMAND		EXTEND_HEADER	struct	18	0	(base)	EXTEND_HEADER	2
STONG_UNION_ADD_MEMBER_COMMAND		EXTEND_HEADER	struct	18	2	m_dwAccepterID	DWORD	4
STONG_UNION_ADD_MEMBER_COMMAND		EXTEND_HEADER	struct	18	6	m_dwApplyerID	DWORD	4
STONG_UNION_ADD_MEMBER_COMMAND		EXTEND_HEADER	struct	18	10	m_dwUnionTong	DWORD	4
STONG_UNION_ADD_MEMBER_COMMAND		EXTEND_HEADER	struct	18	14	m_dwMemberTong	DWORD	4
STONG_UNION_INFO_SYNC		EXTEND_HEADER	struct	385	0	(base)	EXTEND_HEADER	2
STONG_UNION_INFO_SYNC		EXTEND_HEADER	struct	385	2	m_wLength	WORD	2
STONG_UNION_INFO_SYNC		EXTEND_HEADER	struct	385	4	m_dwParam	DWORD	4
STONG_UNION_INFO_SYNC		EXTEND_HEADER	struct	385	8	m_dwNpcID	DWORD	4
STONG_UNION_INFO_SYNC		EXTEND_HEADER	struct	385	12	m_btGetType	BYTE	1
STONG_UNION_INFO_SYNC		EXTEND_HEADER	struct	385	13	m_btFlag	BYTE	1
STONG_UNION_INFO_SYNC		EXTEND_HEADER	struct	385	14	m_btUnionFlag	BYTE	1
STONG_UNION_INFO_SYNC		EXTEND_HEADER	struct	385	15	m_btUnionLeader	BYTE	1
STONG_UNION_INFO_SYNC		EXTEND_HEADER	struct	385	16	m_btSelfCamp	BYTE	1
STONG_UNION_INFO_SYNC		EXTEND_HEADER	struct	385	17	m_btUnionCamp	BYTE	1
STONG_UNION_INFO_SYNC		EXTEND_HEADER	struct	385	18	m_btUnionNum	BYTE	1
STONG_UNION_INFO_SYNC		EXTEND_HEADER	struct	385	19	m_dwTongNameID	DWORD	4
STONG_UNION_INFO_SYNC		EXTEND_HEADER	struct	385	23	m_szUnionName	char[32]	32
STONG_UNION_INFO_SYNC		EXTEND_HEADER	struct	385	55	m_btNameLength	BYTE[10]	10
STONG_UNION_INFO_SYNC		EXTEND_HEADER	struct	385	65	m_szUnionTongName	char[320]	320
TDbDataBlock		tagProtocolHeader	struct	808	0	(base)	tagProtocolHeader	1
TDbDataBlock		tagProtocolHeader	struct	808	1	wProtocolSize	WORD	2
TDbDataBlock		tagProtocolHeader	struct	808	3	byStartFlag	BYTE	1
TDbDataBlock		tagProtocolHeader	struct	808	4	dwDataLen	DWORD	4
TDbDataBlock		tagProtocolHeader	struct	808	8	buf	BYTE[800]	800
TGS2B_ReadyState		tagProtocolHeader	struct	2	0	(base)	tagProtocolHeader	1
TGS2B_ReadyState		tagProtocolHeader	struct	2	1	bReady	BYTE	1
THostExchange		tagProtocolHeader	struct	38	0	(base)	tagProtocolHeader	1
THostExchange		tagProtocolHeader	struct	38	1	szAccount	char[32]	32
THostExchange		tagProtocolHeader	struct	38	33	nCommand	BYTE	1
THostExchange		tagProtocolHeader	struct	38	34	dwMapId	DWORD	4
TModuleCfg_SyncToClient		tagProtocolHeader	struct	6	0	(base)	tagProtocolHeader	1
TModuleCfg_SyncToClient		tagProtocolHeader	struct	6	1	wLen	WORD	2
TModuleCfg_SyncToClient		tagProtocolHeader	struct	6	3	wCount	WORD	2
TModuleCfg_SyncToClient		tagProtocolHeader	struct	6	5	pBuffer	BYTE[1]	1
TModuleCfg_SyncToGS		EXTEND_HEADER	struct	7	0	(base)	EXTEND_HEADER	2
TModuleCfg_SyncToGS		EXTEND_HEADER	struct	7	2	wLen	WORD	2
TModuleCfg_SyncToGS		EXTEND_HEADER	struct	7	4	wCount	WORD	2
TModuleCfg_SyncToGS		EXTEND_HEADER	struct	7	6	pBuffer	BYTE[1]	1
TONGNAME_CHANGE		EXTEND_HEADER	struct	102	0	(base)	EXTEND_HEADER	2
TONGNAME_CHANGE		EXTEND_HEADER	struct	102	2	szOldTong	char[32]	32
TONGNAME_CHANGE		EXTEND_HEADER	struct	102	34	szNewTong	char[32]	32
TONGNAME_CHANGE		EXTEND_HEADER	struct	102	66	szOperName	char[32]	32
TONGNAME_CHANGE		EXTEND_HEADER	struct	102	98	nPlayerIndex	int	4
TONGNAME_QUERY		EXTEND_HEADER	struct	70	0	(base)	EXTEND_HEADER	2
TONGNAME_QUERY		EXTEND_HEADER	struct	70	2	szTongName	char[32]	32
TONGNAME_QUERY		EXTEND_HEADER	struct	70	34	szOperName	char[32]	32
TONGNAME_QUERY		EXTEND_HEADER	struct	70	66	nPlayerIndex	int	4
TRADE_APPLY_START_COMMAND		tagProtocolHeader	struct	9	0	(base)	tagProtocolHeader	1
TRADE_APPLY_START_COMMAND		tagProtocolHeader	struct	9	1	m_dwID	DWORD	4
TRADE_APPLY_START_COMMAND		tagProtocolHeader	struct	9	5	dwCheckValue	DWORD	4
TRADE_REPLY_START_COMMAND		tagProtocolHeader	struct	10	0	(base)	tagProtocolHeader	1
TRADE_REPLY_START_COMMAND		tagProtocolHeader	struct	10	1	m_bDecision	BYTE	1
TRADE_REPLY_START_COMMAND		tagProtocolHeader	struct	10	2	m_nDestIdx	int	4
TRADE_REPLY_START_COMMAND		tagProtocolHeader	struct	10	6	dwCheckValue	DWORD	4
TRoleInstance		tagProtocolHeader	struct	41	0	(base)	tagProtocolHeader	1
TRoleInstance		tagProtocolHeader	struct	41	1	szRole	char[32]	32
TRoleInstance		tagProtocolHeader	struct	41	33	nIndex	int	4
TRoleInstance		tagProtocolHeader	struct	41	37	nIdentity	unsigned int	4
TRoleNameChange		tagProtocolHeader	struct	97	0	(base)	tagProtocolHeader	1
TRoleNameChange		tagProtocolHeader	struct	97	1	szAccount	char[32]	32
TRoleNameChange		tagProtocolHeader	struct	97	33	szRoleName	char[32]	32
TRoleNameChange		tagProtocolHeader	struct	97	65	szOperName	char[32]	32
TRoleNameQuery		tagProtocolHeader	struct	101	0	(base)	tagProtocolHeader	1
TRoleNameQuery		tagProtocolHeader	struct	101	1	szAccount	char[32]	32
TRoleNameQuery		tagProtocolHeader	struct	101	33	szRoleName	char[32]	32
TRoleNameQuery		tagProtocolHeader	struct	101	65	szOperName	char[32]	32
TRoleNameQuery		tagProtocolHeader	struct	101	97	nPlayerIndex	int	4
TSaveRoleResult		tagProtocolHeader	struct	41	0	(base)	tagProtocolHeader	1
TSaveRoleResult		tagProtocolHeader	struct	41	1	ulIdentity	long unsigned int	4
TSaveRoleResult		tagProtocolHeader	struct	41	5	szRole	char[32]	32
TSaveRoleResult		tagProtocolHeader	struct	41	37	nResult	int	4
TSelectDiceItem		tagProtocolHeader	struct	13	0	(base)	tagProtocolHeader	1
TSelectDiceItem		tagProtocolHeader	struct	13	1	dwDiceId	DWORD	4
TSelectDiceItem		tagProtocolHeader	struct	13	5	dwItemId	DWORD	4
TSelectDiceItem		tagProtocolHeader	struct	13	9	nSelectType	int	4
TSyncFiles_ClientApplySync		tagProtocolHeader	struct	9	0	(base)	tagProtocolHeader	1
TSyncFiles_ClientApplySync		tagProtocolHeader	struct	9	1	dwFileListID	DWORD	4
TSyncFiles_ClientApplySync		tagProtocolHeader	struct	9	5	dwVerifyCode	DWORD	4
TSyncFiles_SyncToClient		tagProtocolHeader	struct	10	0	(base)	tagProtocolHeader	1
TSyncFiles_SyncToClient		tagProtocolHeader	struct	10	1	dwLen	DWORD	4
TSyncFiles_SyncToClient		tagProtocolHeader	struct	10	5	dwFileListID	DWORD	4
TSyncFiles_SyncToClient		tagProtocolHeader	struct	10	9	pBuffer	BYTE[1]	1
TSyncFiles_ToClient_Header		tagProtocolHeader	struct	7	0	(base)	tagProtocolHeader	1
TSyncFiles_ToClient_Header		tagProtocolHeader	struct	7	1	wLen	WORD	2
TSyncFiles_ToClient_Header		tagProtocolHeader	struct	7	3	dwFileListID	DWORD	4
TSyncFiles_ToGS_Header		EXTEND_HEADER	struct	7	0	(base)	EXTEND_HEADER	2
TSyncFiles_ToGS_Header		EXTEND_HEADER	struct	7	2	dwFileListID	DWORD	4
TSyncFiles_ToGS_Header		EXTEND_HEADER	struct	7	6	btOnlyForGS	BYTE	1
TUnlockAccount		tagProtocolHeader	struct	33	0	(base)	tagProtocolHeader	1
TUnlockAccount		tagProtocolHeader	struct	33	1	szAccount	char[32]	32
TongExProtocolGC		tagProtocolHeader	struct	5	0	(base)	tagProtocolHeader	1
TongExProtocolGC		tagProtocolHeader	struct	5	1	(base)	TongExHeaderBase	4
TongExProtocolRG		EXTEND_HEADER	struct	6	0	(base)	EXTEND_HEADER	2
TongExProtocolRG		EXTEND_HEADER	struct	6	2	(base)	TongExHeaderBase	4
_tagSyncFileHead		EXTEND_HEADER	struct	24	0	(base)	EXTEND_HEADER	2
_tagSyncFileHead		EXTEND_HEADER	struct	24	4	pairFileName	_DataPair	8
_tagSyncFileHead		EXTEND_HEADER	struct	24	12	pairFileData	_DataPair	8
_tagSyncFileHead		EXTEND_HEADER	struct	24	20	dwCheckCode	DWORD	4
tagBOX_INFO_SYNC	BOX_INFO_SYNC	tagProtocolHeader	struct	5	0	(base)	tagProtocolHeader	1
tagBOX_INFO_SYNC	BOX_INFO_SYNC	tagProtocolHeader	struct	5	1	byGainState	BYTE	1
tagBOX_INFO_SYNC	BOX_INFO_SYNC	tagProtocolHeader	struct	5	2	byBoxPasswordParam	BYTE	1
tagBOX_INFO_SYNC	BOX_INFO_SYNC	tagProtocolHeader	struct	5	3	byParam	BYTE	1
tagBOX_INFO_SYNC	BOX_INFO_SYNC	tagProtocolHeader	struct	5	4	byParam1	BYTE	1
tagBOX_OPERATE_COMMAND	BOX_OPERATE_COMMAND	tagProtocolHeader	struct	14	0	(base)	tagProtocolHeader	1
tagBOX_OPERATE_COMMAND	BOX_OPERATE_COMMAND	tagProtocolHeader	struct	14	1	byOperate	BYTE	1
tagBOX_OPERATE_COMMAND	BOX_OPERATE_COMMAND	tagProtocolHeader	struct	14	2	dwParam1	DWORD	4
tagBOX_OPERATE_COMMAND	BOX_OPERATE_COMMAND	tagProtocolHeader	struct	14	6	dwParam2	DWORD	4
tagBOX_OPERATE_COMMAND	BOX_OPERATE_COMMAND	tagProtocolHeader	struct	14	10	Reserved	DWORD	4
tagBULLETIN_CONTENT_DATA	BULLETIN_CONTENT_DATA	tagProtocolHeader	struct	807	0	(base)	tagProtocolHeader	1
tagBULLETIN_CONTENT_DATA	BULLETIN_CONTENT_DATA	tagProtocolHeader	struct	807	1	wSize	WORD	2
tagBULLETIN_CONTENT_DATA	BULLETIN_CONTENT_DATA	tagProtocolHeader	struct	807	3	ContentData	tagBULLETIN_CONTENT_DATA_ContentData_t	804
tagBULLETIN_CONTENT_QUERY	BULLETIN_CONTENT_QUERY	tagProtocolHeader	struct	17	0	(base)	tagProtocolHeader	1
tagBULLETIN_CONTENT_QUERY	BULLETIN_CONTENT_QUERY	tagProtocolHeader	struct	17	1	strDate	CHAR[16]	16
tagBULLETIN_SUMMARY_DATA	BULLETIN_SUMMARY_DATA	tagProtocolHeader	struct	965	0	(base)	tagProtocolHeader	1
tagBULLETIN_SUMMARY_DATA	BULLETIN_SUMMARY_DATA	tagProtocolHeader	struct	965	1	Count	INT	4
tagBULLETIN_SUMMARY_DATA	BULLETIN_SUMMARY_DATA	tagProtocolHeader	struct	965	5	SummaryData	tagBULLETIN_SUMMARY_DATA_SummaryData_t[12]	960
tagBotClientCheck		tagProtocolHeader	struct	13	0	(base)	tagProtocolHeader	1
tagBotClientCheck		tagProtocolHeader	struct	13	1	wVersion	WORD	2
tagBotClientCheck		tagProtocolHeader	struct	13	3	wReserved	WORD	2
tagBotClientCheck		tagProtocolHeader	struct	13	5	uOffset	unsigned int	4
tagBotClientCheck		tagProtocolHeader	struct	13	9	uLength	unsigned int	4
tagBotClientCheckResult		tagProtocolHeader	struct	9	0	(base)	tagProtocolHeader	1
tagBotClientCheckResult		tagProtocolHeader	struct	9	1	wVersion	WORD	2
tagBotClientCheckResult		tagProtocolHeader	struct	9	3	wReserved	WORD	2
tagBotClientCheckResult		tagProtocolHeader	struct	9	5	nKey	int	4
tagCHAT_ADD_FRIEND_COMMAND	CHAT_ADD_FRIEND_COMMAND	tagProtocolHeader	struct	5	0	(base)	tagProtocolHeader	1
tagCHAT_ADD_FRIEND_COMMAND	CHAT_ADD_FRIEND_COMMAND	tagProtocolHeader	struct	5	1	m_nTargetPlayerIdx	int	4
tagCHAT_ADD_FRIEND_FAIL_SYNC	CHAT_ADD_FRIEND_FAIL_SYNC	tagProtocolHeader	struct	5	0	(base)	tagProtocolHeader	1
tagCHAT_ADD_FRIEND_FAIL_SYNC	CHAT_ADD_FRIEND_FAIL_SYNC	tagProtocolHeader	struct	5	1	m_nTargetPlayerIdx	int	4
tagCHAT_ADD_FRIEND_SYNC	CHAT_ADD_FRIEND_SYNC	tagProtocolHeader	struct	41	0	(base)	tagProtocolHeader	1
tagCHAT_ADD_FRIEND_SYNC	CHAT_ADD_FRIEND_SYNC	tagProtocolHeader	struct	41	1	m_dwID	DWORD	4
tagCHAT_ADD_FRIEND_SYNC	CHAT_ADD_FRIEND_SYNC	tagProtocolHeader	struct	41	5	m_nIdx	int	4
tagCHAT_ADD_FRIEND_SYNC	CHAT_ADD_FRIEND_SYNC	tagProtocolHeader	struct	41	9	m_szName	char[32]	32
tagCHAT_APPLY_ADD_FRIEND_COMMAND	CHAT_APPLY_ADD_FRIEND_COMMAND	tagProtocolHeader	struct	263	0	(base)	tagProtocolHeader	1
tagCHAT_APPLY_ADD_FRIEND_COMMAND	CHAT_APPLY_ADD_FRIEND_COMMAND	tagProtocolHeader	struct	263	1	m_wLength	WORD	2
tagCHAT_APPLY_ADD_FRIEND_COMMAND	CHAT_APPLY_ADD_FRIEND_COMMAND	tagProtocolHeader	struct	263	3	m_dwTargetNpcID	DWORD	4
tagCHAT_APPLY_ADD_FRIEND_COMMAND	CHAT_APPLY_ADD_FRIEND_COMMAND	tagProtocolHeader	struct	263	7	m_szInfo	char[256]	256
tagCHAT_APPLY_ADD_FRIEND_SYNC	CHAT_APPLY_ADD_FRIEND_SYNC	tagProtocolHeader	struct	293	0	(base)	tagProtocolHeader	1
tagCHAT_APPLY_ADD_FRIEND_SYNC	CHAT_APPLY_ADD_FRIEND_SYNC	tagProtocolHeader	struct	293	1	m_nSrcPlayerIdx	int	4
tagCHAT_APPLY_ADD_FRIEND_SYNC	CHAT_APPLY_ADD_FRIEND_SYNC	tagProtocolHeader	struct	293	5	m_szSourceName	char[32]	32
tagCHAT_APPLY_ADD_FRIEND_SYNC	CHAT_APPLY_ADD_FRIEND_SYNC	tagProtocolHeader	struct	293	37	m_szInfo	char[256]	256
tagCHAT_APPLY_SEND_ONE_FRIEND_NAME_COMMAND	CHAT_APPLY_SEND_ONE_FRIEND_NAME_COMMAND	tagProtocolHeader	struct	5	0	(base)	tagProtocolHeader	1
tagCHAT_APPLY_SEND_ONE_FRIEND_NAME_COMMAND	CHAT_APPLY_SEND_ONE_FRIEND_NAME_COMMAND	tagProtocolHeader	struct	5	1	m_dwID	DWORD	4
tagCHAT_CHANNELCHAT_HEAD		tagProtocolHeader	struct	1	0	(base)	tagProtocolHeader	1
tagCHAT_CHANNELCHAT_SYNC	CHAT_CHANNELCHAT_SYNC	tagProtocolHeader	struct	44	0	(base)	tagProtocolHeader	1
tagCHAT_CHANNELCHAT_SYNC	CHAT_CHANNELCHAT_SYNC	tagProtocolHeader	struct	44	1	wSize	WORD	2
tagCHAT_CHANNELCHAT_SYNC	CHAT_CHANNELCHAT_SYNC	tagProtocolHeader	struct	44	3	packageID	DWORD	4
tagCHAT_CHANNELCHAT_SYNC	CHAT_CHANNELCHAT_SYNC	tagProtocolHeader	struct	44	7	someone	char[32]	32
tagCHAT_CHANNELCHAT_SYNC	CHAT_CHANNELCHAT_SYNC	tagProtocolHeader	struct	44	39	channelid	DWORD	4
tagCHAT_CHANNELCHAT_SYNC	CHAT_CHANNELCHAT_SYNC	tagProtocolHeader	struct	44	43	sentlen	BYTE	1
tagCHAT_DELETE_FRIEND_COMMAND	CHAT_DELETE_FRIEND_COMMAND	tagProtocolHeader	struct	5	0	(base)	tagProtocolHeader	1
tagCHAT_DELETE_FRIEND_COMMAND	CHAT_DELETE_FRIEND_COMMAND	tagProtocolHeader	struct	5	1	m_dwID	DWORD	4
tagCHAT_DELETE_FRIEND_SYNC	CHAT_DELETE_FRIEND_SYNC	tagProtocolHeader	struct	5	0	(base)	tagProtocolHeader	1
tagCHAT_DELETE_FRIEND_SYNC	CHAT_DELETE_FRIEND_SYNC	tagProtocolHeader	struct	5	1	m_dwID	DWORD	4
tagCHAT_EVERYONE	CHAT_EVERYONE	tagProtocolHeader	struct	5	0	(base)	tagProtocolHeader	1
tagCHAT_EVERYONE	CHAT_EVERYONE	tagProtocolHeader	struct	5	1	wSize	WORD	2
tagCHAT_EVERYONE	CHAT_EVERYONE	tagProtocolHeader	struct	5	3	wChatLength	WORD	2
tagCHAT_FRIEND_OFFLINE_SYNC	CHAT_FRIEND_OFFLINE_SYNC	tagProtocolHeader	struct	5	0	(base)	tagProtocolHeader	1
tagCHAT_FRIEND_OFFLINE_SYNC	CHAT_FRIEND_OFFLINE_SYNC	tagProtocolHeader	struct	5	1	m_dwID	DWORD	4
tagCHAT_FRIEND_ONLINE_SYNC	CHAT_FRIEND_ONLINE_SYNC	tagProtocolHeader	struct	9	0	(base)	tagProtocolHeader	1
tagCHAT_FRIEND_ONLINE_SYNC	CHAT_FRIEND_ONLINE_SYNC	tagProtocolHeader	struct	9	1	m_dwID	DWORD	4
tagCHAT_FRIEND_ONLINE_SYNC	CHAT_FRIEND_ONLINE_SYNC	tagProtocolHeader	struct	9	5	m_nPlayerIdx	int	4
tagCHAT_GROUPMAN	CHAT_GROUPMAN	tagProtocolHeader	struct	9	0	(base)	tagProtocolHeader	1
tagCHAT_GROUPMAN	CHAT_GROUPMAN	tagProtocolHeader	struct	9	1	wSize	WORD	2
tagCHAT_GROUPMAN	CHAT_GROUPMAN	tagProtocolHeader	struct	9	3	wChatLength	WORD	2
tagCHAT_GROUPMAN	CHAT_GROUPMAN	tagProtocolHeader	struct	9	5	byHasIdentify	BYTE	1
tagCHAT_GROUPMAN	CHAT_GROUPMAN	tagProtocolHeader	struct	9	6	wPlayerCount	WORD	2
tagCHAT_GROUPMAN	CHAT_GROUPMAN	tagProtocolHeader	struct	9	8	channelType	BYTE	1
tagCHAT_LOCAL_CHANNEL	CHAT_LOCAL_CHANNEL	tagProtocolHeader	struct	13	0	(base)	tagProtocolHeader	1
tagCHAT_LOCAL_CHANNEL	CHAT_LOCAL_CHANNEL	tagProtocolHeader	struct	13	1	ChannelCount	WORD	2
tagCHAT_LOCAL_CHANNEL	CHAT_LOCAL_CHANNEL	tagProtocolHeader	struct	13	3	ChannelInfo	LocalDispatchMsgChannel[1]	10
